"","Subject","Trial","Condition","SS1vSS2top","SS1amount","SS1delay","LL1amount","LL1delay","SS2amount","SS2delay","LL2amount","LL2delay","TrialStart","RT","TrialOver","Choice","Run","Day"
"1490",107,5,14,0,6.03,0,7.44,63,4.76,0,9.41,63,26.7703,3.5614,4.0767,1,2,"Fast"
"1491",107,6,6,0,9.12,0,7.44,42,7.21,0,9.41,42,30.8773,5.3523,5.8724,0,2,"Fast"
"1492",107,7,19,0,7.59,7,7.44,28,6,7,9.41,28,36.78,3.797,4.309,1,2,"Fast"
"1493",107,8,36,0,9.12,21,7.44,63,7.21,21,9.41,63,41.1198,4.5446,5.0574,0,2,"Fast"
"1494",107,9,6,1,12.93,0,3.5,42,11.02,0,5.47,42,46.2245,7.1744,7.6843,1,2,"Fast"
"1495",107,10,22,1,9.12,7,7.44,49,7.21,7,9.41,49,53.9396,4.3002,4.8249,1,2,"Fast"
"1496",107,11,34,0,7.59,21,7.44,42,6,21,9.41,42,58.7948,4.7887,5.307,1,2,"Fast"
"1497",107,12,43,1,7.12,21,7.44,84,5.63,21,9.41,84,64.1323,5.1222,5.6395,1,2,"Fast"
"1498",107,13,1,1,9.12,0,7.44,21,7.21,0,9.41,21,69.8022,5.2258,5.7391,0,2,"Fast"
"1499",107,14,15,0,9.32,0,8.51,63,7.37,0,10.76,63,75.5719,4.3917,4.9079,1,2,"Fast"
"1500",107,15,4,1,7.59,0,7.44,21,6,0,9.41,21,80.5103,2.7734,3.2952,0,2,"Fast"
"1501",107,16,45,1,9.32,21,8.51,84,7.37,21,10.76,84,83.8358,5.3772,5.8888,1,2,"Fast"
"1502",107,17,27,0,8.15,7,7.44,70,6.44,7,9.41,70,89.7552,3.7087,4.2262,1,2,"Fast"
"1503",107,18,10,0,9.41,0,8.51,42,7.44,0,10.76,42,94.0118,5.2209,5.7394,1,2,"Fast"
"1504",107,19,36,0,12.93,21,3.5,63,11.02,21,5.47,63,99.7982,5.4716,5.9888,0,2,"Fast"
"1505",107,20,7,1,8.83,0,7.44,42,6.98,0,9.41,42,105.8173,6.7501,7.27,0,2,"Fast"
"1506",107,21,39,1,7.59,21,7.44,63,6,21,9.41,63,113.1168,6.3256,6.8364,1,2,"Fast"
"1507",107,22,18,0,4.78,7,11.38,28,3.06,7,13.35,28,119.9839,5.7198,6.2381,1,2,"Fast"
"1508",107,23,9,0,7.59,0,7.44,42,6,0,9.41,42,126.2525,4.7563,5.2717,1,2,"Fast"
"1509",107,24,40,0,9.41,21,8.51,63,7.44,21,10.76,63,131.5566,5.832,6.3549,1,2,"Fast"
"1510",107,25,24,0,8.23,7,7.44,49,6.5,7,9.41,49,137.9416,4.0162,4.5423,1,2,"Fast"
"1511",107,26,20,0,9.41,7,8.51,28,7.44,7,10.76,28,142.5141,7.4435,7.9675,1,2,"Fast"
"1512",107,27,30,1,9.32,7,8.51,70,7.37,7,10.76,70,150.512,7.4204,7.9339,1,2,"Fast"
"1513",107,28,29,1,6.03,7,7.44,70,4.76,7,9.41,70,158.4765,2.448,2.9624,0,2,"Fast"
"1514",107,29,28,0,7.12,7,7.44,70,5.63,7,9.41,70,161.4695,5.7874,6.3046,1,2,"Fast"
"1515",107,30,3,1,7.12,7,7.44,70,5.63,7,9.41,70,167.8045,4.3293,4.8411,0,2,"Fast"
"1516",107,31,17,1,8.83,7,7.44,28,6.98,7,9.41,28,172.6764,3.8176,4.3427,0,2,"Fast"
"1517",107,32,23,0,8.83,7,7.44,49,6.98,7,9.41,49,177.0494,2.7242,3.2452,0,2,"Fast"
"1518",107,33,5,0,9.41,0,8.51,21,7.44,0,10.76,21,180.325,4.689,5.2072,0,2,"Fast"
"1519",107,34,27,0,4.74,7,11.38,70,3.03,7,13.35,70,185.5627,4.0332,4.5589,1,2,"Fast"
"1520",107,35,37,1,8.83,21,7.44,63,6.98,21,9.41,63,190.1516,4.0025,4.5257,1,2,"Fast"
"1521",107,36,21,1,9.41,7,7.44,49,7.44,7,9.41,49,194.7078,9.2993,9.8129,0,2,"Fast"
"1522",107,37,26,0,9.1,7,7.44,70,7.2,7,9.41,70,204.5513,7.638,8.1501,0,2,"Fast"
"1523",107,38,28,0,4.14,7,11.38,70,2.65,7,13.35,70,212.732,8.7958,9.3141,1,2,"Fast"
"1524",107,39,38,1,8.23,21,7.44,63,6.5,21,9.41,63,222.0766,8.8363,9.347,1,2,"Fast"
"1525",107,40,12,0,8.15,0,7.44,63,6.44,0,9.41,63,231.4545,4.8991,5.4235,1,2,"Fast"
"1526",107,41,26,0,12.91,7,3.5,70,11.01,7,5.47,70,236.9083,9.8915,10.4117,1,2,"Fast"
"1527",107,42,16,0,9.12,7,7.44,28,7.21,7,9.41,28,247.3504,5.1616,5.6723,0,2,"Fast"
"1528",107,43,9,1,10.77,0,3.5,42,9.18,0,5.47,42,253.0536,3.6025,4.1265,0,2,"Fast"
"1529",107,44,35,1,9.41,21,8.51,42,7.44,21,10.76,42,257.2105,4.3962,4.9078,1,2,"Fast"
"1530",107,45,20,1,5.47,7,13.01,28,3.5,7,15.27,28,262.1486,11.8758,12.3905,1,2,"Fast"
"1531",107,46,19,0,4.41,7,11.38,28,2.83,7,13.35,28,274.5695,15.7917,16.3142,1,2,"Fast"
"1532",107,47,17,0,12.53,7,3.5,28,10.68,7,5.47,28,290.9144,5.3906,5.9055,1,2,"Fast"
"1533",107,48,19,1,2.83,7,13.35,28,1.24,7,15.32,28,296.8669,4.0983,4.6084,0,2,"Fast"
"1534",107,49,16,0,12.93,7,3.5,28,11.02,7,5.47,28,301.5061,2.9711,3.4948,0,2,"Fast"
"1535",107,50,1,1,12.93,0,3.5,21,11.02,0,5.47,21,305.0311,5.0568,5.5731,0,2,"Fast"
"1536",107,51,21,1,13.35,7,3.5,49,11.38,7,5.47,49,310.6345,4.6077,5.1242,0,2,"Fast"
"1537",107,52,30,0,5.42,7,13.01,70,3.47,7,15.27,70,315.7891,4.1444,4.6585,1,2,"Fast"
"1538",107,53,40,1,5.47,21,13.01,63,3.5,21,15.27,63,320.478,2.4144,2.9293,0,2,"Fast"
"1539",107,54,33,0,8.23,21,7.44,42,6.5,21,9.41,42,323.4377,7.1245,7.6513,1,2,"Fast"
"1540",107,55,35,0,5.47,21,13.01,42,3.5,21,15.27,42,331.1196,4.9816,5.5066,1,2,"Fast"
"1541",107,56,42,1,8.15,21,7.44,84,6.44,21,9.41,84,336.6565,6.8452,7.369,1,2,"Fast"
"1542",107,57,29,1,8.55,7,3.5,70,7.29,7,5.47,70,344.0558,7.7577,8.2835,1,2,"Fast"
"1543",107,58,26,0,3.39,7,13.35,70,1.48,7,15.32,70,352.3695,5.7992,6.3215,1,2,"Fast"
"1544",107,59,15,1,3.39,7,13.35,70,1.48,7,15.32,70,358.7212,8.4551,8.9649,1,2,"Fast"
"1545",107,60,7,1,12.53,0,3.5,42,10.68,0,5.47,42,367.7167,5.0853,5.6065,0,2,"Fast"
"1546",107,61,30,0,3.47,7,15.27,70,1.52,7,17.52,70,373.3534,8.6758,9.1981,1,2,"Fast"
"1547",107,62,28,0,2.65,7,13.35,70,1.16,7,15.32,70,382.5816,12.1444,12.6731,1,2,"Fast"
"1548",107,63,18,0,3.06,7,13.35,28,1.34,7,15.32,28,395.285,7.4663,7.9838,1,2,"Fast"
"1549",107,64,8,1,3.06,7,13.35,28,1.34,7,15.32,28,403.2995,6.3849,6.903,1,2,"Fast"
"1550",107,65,2,0,3.06,7,13.35,28,1.34,7,15.32,28,410.2331,8.1155,8.6326,1,2,"Fast"
"1551",107,66,23,0,12.53,7,3.5,49,10.68,7,5.47,49,418.896,2.6202,3.1454,0,2,"Fast"
"1552",107,67,31,1,9.12,21,7.44,42,7.21,21,9.41,42,422.0719,5.4641,5.9888,0,2,"Fast"
"1553",107,68,39,0,4.41,21,11.38,63,2.83,21,13.35,63,428.091,9.3617,9.8793,1,2,"Fast"
"1554",107,69,11,0,9.1,0,7.44,63,7.2,0,9.41,63,438.001,12.7156,13.2385,1,2,"Fast"
"1555",107,70,37,1,5.14,21,11.38,63,3.29,21,13.35,63,451.2697,11.1936,11.7076,1,2,"Fast"
"1556",107,71,24,0,4.78,7,11.38,49,3.06,7,13.35,49,463.0253,2.8857,3.4119,0,2,"Fast"
"1557",107,72,1,0,14.84,0,1.53,21,12.93,0,3.5,21,466.4839,6.0037,6.5206,1,2,"Fast"
"1558",107,73,38,1,4.78,21,11.38,63,3.06,21,13.35,63,473.0351,4.7353,5.2573,0,2,"Fast"
"1559",107,74,36,1,14.84,21,1.53,63,12.93,21,3.5,63,478.3226,7.6817,8.2002,1,2,"Fast"
"1560",107,75,12,0,14.84,21,1.53,63,12.93,21,3.5,63,486.5532,2.3552,2.8795,1,2,"Fast"
"1561",107,76,14,1,14.84,21,1.53,63,12.93,21,3.5,63,489.463,3.5733,4.0931,1,2,"Fast"
"1562",107,77,39,1,2.83,21,13.35,63,1.24,21,15.32,63,493.5864,2.1454,2.6631,1,2,"Fast"
"1563",107,78,44,0,6.03,21,7.44,84,4.76,21,9.41,84,496.2803,6.07,6.5874,1,2,"Fast"
"1564",107,79,32,0,8.83,21,7.44,42,6.98,21,9.41,42,502.898,7.1553,7.6849,0,2,"Fast"
"1565",107,80,38,1,13.39,21,1.53,63,11.67,21,3.5,63,510.6132,11.5831,12.1078,1,2,"Fast"
"1566",107,81,40,0,15.32,21,1.75,63,13.35,21,4,63,522.7512,4.3712,4.8912,1,2,"Fast"
"1567",107,82,33,0,4.78,21,11.38,42,3.06,21,13.35,42,527.673,8.9016,9.4308,1,2,"Fast"
"1568",107,83,7,1,14.38,0,1.53,42,12.53,0,3.5,42,537.1339,10.6109,11.1264,1,2,"Fast"
"1569",107,84,31,1,12.93,21,3.5,42,11.02,21,5.47,42,548.291,8.3406,8.8655,1,2,"Fast"
"1570",107,85,22,0,5.3,7,11.38,49,3.39,7,13.35,49,557.1867,8.1471,8.6658,0,2,"Fast"
"1571",107,86,11,1,5.3,7,11.38,49,3.39,7,13.35,49,565.8829,2.5236,3.0456,1,2,"Fast"
"1572",107,87,44,1,3.5,21,11.38,84,2.24,21,13.35,84,568.959,6.3912,6.9028,1,2,"Fast"
"1573",107,88,5,0,13.35,0,4,21,11.38,0,6.26,21,575.8926,2.0175,2.5301,1,2,"Fast"
"1574",107,89,20,0,3.5,7,15.27,28,1.53,7,17.52,28,578.4533,4.0126,4.5254,0,2,"Fast"
"1575",107,90,13,0,7.12,0,7.44,63,5.63,0,9.41,63,583.0092,6.7675,7.2854,1,2,"Fast"
"1576",107,91,15,0,3.47,0,15.27,63,1.52,0,17.52,63,590.325,3.7453,4.2598,1,2,"Fast"
"1577",107,92,45,1,5.42,21,13.01,84,3.47,21,15.27,84,594.6152,9.2629,9.7795,1,2,"Fast"
"1578",107,93,3,1,13.39,0,1.53,21,11.67,0,3.5,21,604.4254,4.2549,4.7754,1,2,"Fast"
"1579",107,94,25,0,7.59,7,7.44,49,6,7,9.41,49,609.2307,2.3452,2.8628,1,2,"Fast"
"1580",107,95,13,0,7.59,7,7.44,49,6,7,9.41,49,612.1239,6.6553,7.1691,1,2,"Fast"
"1581",107,96,45,1,3.47,21,15.27,84,1.52,21,17.52,84,619.3236,6.3074,6.8198,1,2,"Fast"
"1582",107,97,43,0,4.14,21,11.38,84,2.65,21,13.35,84,626.1741,8.2509,8.7652,1,2,"Fast"
"1583",107,98,5,0,3.5,0,15.27,21,1.53,0,17.52,21,634.9701,7.2517,7.7679,1,2,"Fast"
"1584",107,99,12,1,3.03,0,13.35,63,1.33,0,15.32,63,642.7683,5.9421,6.4538,1,2,"Fast"
"1585",107,100,35,1,3.5,21,15.27,42,1.53,21,17.52,42,649.2531,7.0016,7.5181,1,2,"Fast"
"1586",107,101,31,1,3.39,21,13.35,42,1.48,21,15.32,42,656.8019,2.6209,3.1456,1,2,"Fast"
"1587",107,102,13,0,2.65,0,13.35,63,1.16,0,15.32,63,659.9778,3.0137,3.5276,1,2,"Fast"
"1588",107,103,9,1,12.36,0,1.53,42,10.77,0,3.5,42,663.5361,4.6248,5.1409,1,2,"Fast"
"1589",107,104,33,1,3.06,21,13.35,42,1.34,21,15.32,42,668.7072,4.0634,4.5921,1,2,"Fast"
"1590",107,105,42,1,4.74,21,11.38,84,3.03,21,13.35,84,673.3296,6.5996,7.1191,1,2,"Fast"
"1591",107,106,17,0,3.29,7,13.35,28,1.44,7,15.32,28,680.4794,5.7776,6.3048,1,2,"Fast"
"1592",107,107,34,1,4.41,21,11.38,42,2.83,21,13.35,42,686.8145,4.8635,5.3904,1,2,"Fast"
"1593",107,108,4,1,10.77,0,3.5,21,9.18,0,5.47,21,692.2351,6.036,6.5541,1,2,"Fast"
"1594",107,109,41,0,9.1,21,7.44,84,7.2,21,9.41,84,698.8195,4.398,4.925,0,2,"Fast"
"1595",107,110,41,1,12.91,21,3.5,84,11.01,21,5.47,84,703.7746,4.645,5.1746,0,2,"Fast"
"1596",107,111,23,1,14.38,7,1.53,49,12.53,7,3.5,49,708.979,5.0373,5.5555,1,2,"Fast"
"1597",107,112,25,0,4.41,7,11.38,49,2.83,7,13.35,49,714.5658,10.7694,11.2931,1,2,"Fast"
"1598",107,113,10,1,4.41,7,11.38,49,2.83,7,13.35,49,725.8891,5.5673,6.089,1,2,"Fast"
"1599",107,114,2,0,3.29,0,13.35,21,1.44,0,15.32,21,732.008,8.1741,8.6991,1,2,"Fast"
"1600",107,115,4,1,2.83,0,13.35,21,1.24,0,15.32,21,740.7374,7.4336,7.9507,1,2,"Fast"
"1601",107,116,14,0,2.24,0,13.35,63,0.98,0,15.32,63,748.7186,6.2376,6.7536,1,2,"Fast"
"1602",107,117,10,1,3.5,0,15.27,42,1.53,0,17.52,42,755.5026,6.3115,6.8368,1,2,"Fast"
"1603",107,118,25,1,2.83,7,13.35,49,1.24,7,15.32,49,762.3698,3.3475,3.8604,1,2,"Fast"
"1604",107,119,22,1,14.84,7,1.53,49,12.93,7,3.5,49,766.2606,1.9287,2.4476,1,2,"Fast"
"1605",107,120,32,1,12.53,21,3.5,42,10.68,21,5.47,42,768.7381,3.3669,3.8937,1,2,"Fast"
"1606",107,121,24,1,13.39,7,1.53,49,11.67,7,3.5,49,772.6621,6.6092,7.1364,1,2,"Fast"
"1607",107,122,41,0,14.82,21,1.53,84,12.91,21,3.5,84,779.8286,5.8669,6.388,0,2,"Fast"
"1608",107,123,44,1,2.24,21,13.35,84,0.98,21,15.32,84,786.2468,3.7935,4.3094,1,2,"Fast"
"1609",107,124,27,1,3.03,7,13.35,70,1.33,7,15.32,70,790.5864,3.953,4.476,1,2,"Fast"
"1610",107,125,37,0,3.29,21,13.35,63,1.44,21,15.32,63,795.0926,8.9463,9.4638,1,2,"Fast"
"1611",107,126,32,0,3.29,21,13.35,42,1.44,21,15.32,42,804.5867,1.7084,2.2477,1,2,"Fast"
"1612",107,127,6,0,3.39,0,13.35,42,1.48,0,15.32,42,806.8649,3.4025,3.9271,0,2,"Fast"
"1613",107,128,16,1,14.84,7,1.53,28,12.93,7,3.5,28,810.8221,1.5169,2.0314,1,2,"Fast"
"1614",107,129,42,0,3.03,21,13.35,84,1.33,21,15.32,84,812.884,3.7467,4.2589,1,2,"Fast"
"1615",107,130,21,0,15.32,7,1.53,49,13.35,7,3.5,49,817.1739,1.6083,2.1313,1,2,"Fast"
"1616",107,131,11,0,3.39,0,13.35,63,1.48,0,15.32,63,819.3355,1.3743,1.8983,1,2,"Fast"
"1617",107,132,34,1,2.83,21,13.35,42,1.24,21,15.32,42,821.2643,5.5222,6.0388,1,2,"Fast"
"1618",107,133,29,0,2.24,7,13.35,70,0.98,7,15.32,70,827.3333,1.7334,2.2473,1,2,"Fast"
"1619",107,134,8,0,3.06,0,13.35,42,1.34,0,15.32,42,829.6113,1.7432,2.2643,1,2,"Fast"
"1620",107,135,43,1,2.65,21,13.35,84,1.16,21,15.32,84,831.9059,3.2408,3.7606,1,2,"Fast"
"1621",108,1,27,0,8.15,7,7.44,70,6.44,7,9.41,70,2.1283,2.2509,2.8415,0,1,"Fast"
"1622",108,2,33,0,8.23,21,7.44,42,6.5,21,9.41,42,5.022,2.3325,2.8454,0,1,"Fast"
"1623",108,3,15,0,9.32,0,8.51,63,7.37,0,10.76,63,7.9145,1.328,1.8491,0,1,"Fast"
"1624",108,4,17,1,8.83,7,7.44,28,6.98,7,9.41,28,9.7944,2.6166,3.129,1,1,"Fast"
"1625",108,5,16,1,9.12,7,7.44,28,7.21,7,9.41,28,12.9534,3.4729,3.9928,0,1,"Fast"
"1626",108,6,3,1,8.23,0,7.44,21,6.5,0,9.41,21,16.9767,2.0106,2.5299,1,1,"Fast"
"1627",108,7,41,0,9.1,21,7.44,84,7.2,21,9.41,84,19.5373,2.1289,2.647,1,1,"Fast"
"1628",108,8,39,1,7.59,21,7.44,63,6,21,9.41,63,22.2141,1.5331,2.0482,1,1,"Fast"
"1629",108,9,30,1,9.32,7,8.51,70,7.37,7,10.76,70,24.2927,1.7659,2.2807,1,1,"Fast"
"1630",108,10,12,1,8.15,0,7.44,63,6.44,0,9.41,63,26.6038,2.8788,3.3951,0,1,"Fast"
"1631",108,11,38,1,8.23,21,7.44,63,6.5,21,9.41,63,30.0299,2.2045,2.7297,0,1,"Fast"
"1632",108,12,2,0,8.83,0,7.44,21,6.98,0,9.41,21,32.7894,2.2299,2.7473,1,1,"Fast"
"1633",108,13,20,0,9.41,7,8.51,28,7.44,7,10.76,28,35.5671,2.5157,3.0277,0,1,"Fast"
"1634",108,14,44,1,6.03,21,7.44,84,4.76,21,9.41,84,38.6254,2.6725,3.1953,1,1,"Fast"
"1635",108,15,6,0,9.12,0,7.44,42,7.21,0,9.41,42,41.8514,2.7037,3.2274,0,1,"Fast"
"1636",108,16,40,1,9.41,21,8.51,63,7.44,21,10.76,63,45.1103,2.0519,2.5642,1,1,"Fast"
"1637",108,17,39,0,4.41,21,11.38,63,2.83,21,13.35,63,47.7208,2.3778,2.8959,0,1,"Fast"
"1638",108,18,16,0,12.93,7,3.5,28,11.02,7,5.47,28,50.6473,4.2337,4.7584,0,1,"Fast"
"1639",108,19,37,0,8.83,21,7.44,63,6.98,21,9.41,63,55.4359,1.9008,2.4142,1,1,"Fast"
"1640",108,20,1,1,9.12,0,7.44,21,7.21,0,9.41,21,57.881,2.48,2.9949,0,1,"Fast"
"1641",108,21,41,1,5.29,21,11.38,84,3.39,21,13.35,84,60.9065,2.5501,3.0622,0,1,"Fast"
"1642",108,22,13,0,7.12,0,7.44,63,5.63,0,9.41,63,63.9992,3.0202,3.5444,0,1,"Fast"
"1643",108,23,11,0,9.1,0,7.44,63,7.2,0,9.41,63,67.574,2.0528,2.5629,0,1,"Fast"
"1644",108,24,22,0,9.12,7,7.44,49,7.21,7,9.41,49,70.168,1.3877,1.8983,0,1,"Fast"
"1645",108,25,27,0,11.56,7,3.5,70,9.85,7,5.47,70,72.0975,1.2259,1.7481,0,1,"Fast"
"1646",108,26,35,1,9.41,21,8.51,42,7.44,21,10.76,42,73.8759,1.1827,1.6991,0,1,"Fast"
"1647",108,27,13,0,10.1,0,3.5,63,8.61,0,5.47,63,75.6217,1.173,1.6987,0,1,"Fast"
"1648",108,28,8,0,8.23,0,7.44,42,6.5,0,9.41,42,77.3509,1.2517,1.7657,0,1,"Fast"
"1649",108,29,22,1,12.93,7,3.5,49,11.02,7,5.47,49,79.1475,1.2473,1.7646,0,1,"Fast"
"1650",108,30,43,1,7.12,21,7.44,84,5.63,21,9.41,84,80.9425,1.8527,2.3638,0,1,"Fast"
"1651",108,31,33,1,11.67,21,3.5,42,9.95,21,5.47,42,83.3376,1.4166,1.9307,0,1,"Fast"
"1652",108,32,19,0,7.59,7,7.44,28,6,7,9.41,28,85.2986,2.2562,2.78,0,1,"Fast"
"1653",108,33,8,1,11.67,0,3.5,42,9.95,0,5.47,42,88.109,1.4302,1.9489,0,1,"Fast"
"1654",108,34,25,1,7.59,7,7.44,49,6,7,9.41,49,90.0875,1.8357,2.348,0,1,"Fast"
"1655",108,35,24,1,8.23,7,7.44,49,6.5,7,9.41,49,92.4662,1.8244,2.3465,0,1,"Fast"
"1656",108,36,10,1,9.41,0,8.51,42,7.44,0,10.76,42,94.8431,1.8884,2.4139,0,1,"Fast"
"1657",108,37,2,1,9.41,0,8.51,42,7.44,0,10.76,42,97.2874,3.4681,3.9932,0,1,"Fast"
"1658",108,38,15,1,13.22,0,4,63,11.27,0,6.26,63,101.3109,1.7961,2.3144,0,1,"Fast"
"1659",108,39,23,0,8.83,7,7.44,49,6.98,7,9.41,49,103.6563,2.8511,3.3775,0,1,"Fast"
"1660",108,40,9,1,7.59,0,7.44,42,6,0,9.41,42,107.0642,2.1791,2.6966,0,1,"Fast"
"1661",108,41,14,1,6.03,0,7.44,63,4.76,0,9.41,63,109.7912,2.0193,2.5295,0,1,"Fast"
"1662",108,42,20,1,13.35,7,4,28,11.38,7,6.26,28,112.3519,2.5308,3.0459,0,1,"Fast"
"1663",108,43,23,0,12.53,7,3.5,49,10.68,7,5.47,49,115.4288,2.3663,2.8788,0,1,"Fast"
"1664",108,44,26,1,9.1,7,7.44,70,7.2,7,9.41,70,118.3385,1.4404,1.964,0,1,"Fast"
"1665",108,45,7,0,8.83,0,7.44,42,6.98,0,9.41,42,120.3331,1.4774,1.9981,0,1,"Fast"
"1666",108,46,10,1,13.35,0,4,42,11.38,0,6.26,42,122.3616,1.9931,2.5135,0,1,"Fast"
"1667",108,47,42,0,8.15,21,7.44,84,6.44,21,9.41,84,124.9064,1.625,2.1468,0,1,"Fast"
"1668",108,48,19,1,10.77,7,3.5,28,9.18,7,5.47,28,127.0846,1.151,1.6647,0,1,"Fast"
"1669",108,49,18,1,8.23,7,7.44,28,6.5,7,9.41,28,128.7807,1.3422,1.8642,0,1,"Fast"
"1670",108,50,21,0,9.41,7,7.44,49,7.44,7,9.41,49,130.692,1.4309,1.9523,0,1,"Fast"
"1671",108,51,21,0,13.35,7,3.5,49,11.38,7,5.47,49,132.6706,1.6122,2.131,0,1,"Fast"
"1672",108,52,36,1,9.12,21,7.44,63,7.21,21,9.41,63,134.8322,1.2915,1.8149,0,1,"Fast"
"1673",108,53,12,1,11.56,0,3.5,63,9.85,0,5.47,63,136.6779,2.0365,2.5635,0,1,"Fast"
"1674",108,54,21,0,15.32,7,1.53,49,13.35,7,3.5,49,139.2883,1.8351,2.3473,0,1,"Fast"
"1675",108,55,41,0,14.82,21,1.53,84,12.91,21,3.5,84,141.6661,1.6734,2.198,0,1,"Fast"
"1676",108,56,36,0,12.93,21,3.5,63,11.02,21,5.47,63,143.8942,1.4132,1.9316,0,1,"Fast"
"1677",108,57,6,1,12.93,0,3.5,42,11.02,0,5.47,42,145.8562,1.4831,1.9978,0,1,"Fast"
"1678",108,58,5,0,9.41,0,8.51,21,7.44,0,10.76,21,147.8846,1.5735,2.0979,0,1,"Fast"
"1679",108,59,28,0,7.12,7,7.44,70,5.63,7,9.41,70,150.0131,2.8536,3.3787,0,1,"Fast"
"1680",108,60,3,1,7.12,7,7.44,70,5.63,7,9.41,70,153.4224,3.037,3.5604,1,1,"Fast"
"1681",108,61,25,0,10.77,7,3.5,49,9.18,7,5.47,49,157.0131,3.2866,3.8102,0,1,"Fast"
"1682",108,62,43,1,10.1,21,3.5,84,8.61,21,5.47,84,160.8552,2.0204,2.546,0,1,"Fast"
"1683",108,63,45,0,9.32,21,8.51,84,7.37,21,10.76,84,163.432,2.3229,2.8455,0,1,"Fast"
"1684",108,64,18,0,11.67,7,3.5,28,9.95,7,5.47,28,166.3089,2.3421,2.8619,0,1,"Fast"
"1685",108,65,31,0,9.12,21,7.44,42,7.21,21,9.41,42,169.2012,2.946,3.4615,0,1,"Fast"
"1686",108,66,4,0,7.59,0,7.44,21,6,0,9.41,21,172.693,3.0947,3.6105,0,1,"Fast"
"1687",108,67,17,1,5.14,7,11.38,28,3.29,7,13.35,28,176.3349,2.3085,2.8289,1,1,"Fast"
"1688",108,68,32,0,8.83,21,7.44,42,6.98,21,9.41,42,179.1944,4.0379,4.5586,0,1,"Fast"
"1689",108,69,25,0,12.36,7,1.53,49,10.77,7,3.5,49,183.7843,3.645,4.1587,0,1,"Fast"
"1690",108,70,45,0,13.22,21,4,84,11.27,21,6.26,84,187.9743,2.3522,2.8781,0,1,"Fast"
"1691",108,71,16,0,14.84,7,1.53,28,12.93,7,3.5,28,190.8841,2.2656,2.7784,0,1,"Fast"
"1692",108,72,1,0,12.93,0,3.5,21,11.02,0,5.47,21,193.6935,1.697,2.2146,0,1,"Fast"
"1693",108,73,29,0,6.03,7,7.44,70,4.76,7,9.41,70,195.9389,4.5774,5.0898,0,1,"Fast"
"1694",108,74,5,0,13.35,0,4,21,11.38,0,6.26,21,201.0601,2.5125,3.0284,0,1,"Fast"
"1695",108,75,4,0,10.77,0,3.5,21,9.18,0,5.47,21,204.1193,2.82,3.3453,0,1,"Fast"
"1696",108,76,44,1,3.5,21,11.38,84,2.24,21,13.35,84,207.4943,4.0875,4.6081,1,1,"Fast"
"1697",108,77,45,1,15.17,21,1.75,84,13.22,21,4,84,212.1339,2.7906,3.3117,0,1,"Fast"
"1698",108,78,38,1,11.67,21,3.5,63,9.95,21,5.47,63,215.4753,3.082,3.5944,0,1,"Fast"
"1699",108,79,27,0,13.26,7,1.53,70,11.56,7,3.5,70,219.1003,3.345,3.8602,0,1,"Fast"
"1700",108,80,5,0,15.32,0,1.75,21,13.35,0,4,21,223.0077,3.4046,3.9268,1,1,"Fast"
"1701",108,81,3,0,3.06,0,13.35,21,1.34,0,15.32,21,226.9652,3.6871,4.21,0,1,"Fast"
"1702",108,82,28,0,10.1,7,3.5,70,8.61,7,5.47,70,231.205,2.5511,3.0789,0,1,"Fast"
"1703",108,83,20,0,15.32,7,1.75,28,13.35,7,4,28,234.3141,3.1856,3.7111,1,1,"Fast"
"1704",108,84,34,1,7.59,21,7.44,42,6,21,9.41,42,238.0553,4,4.5258,1,1,"Fast"
"1705",108,85,30,1,5.42,7,13.01,70,3.47,7,15.27,70,242.6115,3.0364,3.5616,1,1,"Fast"
"1706",108,86,31,1,12.93,21,3.5,42,11.02,21,5.47,42,246.203,2.3651,2.8796,0,1,"Fast"
"1707",108,87,28,1,11.59,7,1.53,70,10.1,7,3.5,70,249.1132,1.9422,2.4632,0,1,"Fast"
"1708",108,88,18,1,13.39,7,1.53,28,11.67,7,3.5,28,251.607,1.5844,2.0985,0,1,"Fast"
"1709",108,89,33,0,13.39,21,1.53,42,11.67,21,3.5,42,253.7359,2.6075,3.1287,0,1,"Fast"
"1710",108,90,19,0,12.36,7,1.53,28,10.77,7,3.5,28,256.8953,3.3774,3.8933,0,1,"Fast"
"1711",108,91,37,1,5.14,21,11.38,63,3.29,21,13.35,63,260.8191,2.4697,2.995,0,1,"Fast"
"1712",108,92,29,0,8.55,7,3.5,70,7.29,7,5.47,70,263.8455,3.7622,4.2753,0,1,"Fast"
"1713",108,93,30,0,3.47,7,15.27,70,1.52,7,17.52,70,268.1516,3.8835,4.4086,0,1,"Fast"
"1714",108,94,35,0,13.35,21,4,42,11.38,21,6.26,42,272.5911,3.7026,4.225,0,1,"Fast"
"1715",108,95,44,0,2.24,21,13.35,84,0.98,21,15.32,84,276.8482,4.9442,5.4561,1,1,"Fast"
"1716",108,96,40,1,5.47,21,13.01,63,3.5,21,15.27,63,282.3345,2.7459,3.2616,0,1,"Fast"
"1717",108,97,9,0,10.77,0,3.5,42,9.18,0,5.47,42,285.6268,2.1018,2.6297,0,1,"Fast"
"1718",108,98,24,1,11.67,7,3.5,49,9.95,7,5.47,49,288.2877,3.5449,4.0589,0,1,"Fast"
