"","Subject","Trial","Condition","SS1vSS2top","SS1amount","SS1delay","LL1amount","LL1delay","SS2amount","SS2delay","LL2amount","LL2delay","TrialStart","RT","TrialOver","Choice","Run","Day"
"1",101,1,3,0,13.39,0,1.53,21,1.34,0,15.32,21,2.1283,1.7231,2.309,0,1,"Fast"
"2",101,2,44,0,9.81,21,1.53,84,0.98,21,15.32,84,4.4728,2.0738,2.5963,0,1,"Fast"
"3",101,3,41,1,14.82,21,1.53,84,1.48,21,15.32,84,7.0997,2.1828,2.6969,0,1,"Fast"
"4",101,4,34,0,12.36,21,1.53,42,1.24,21,15.32,42,9.8269,1.4558,1.9804,0,1,"Fast"
"5",101,5,12,0,13.26,0,1.53,63,1.33,0,15.32,63,11.8388,2.0758,2.5966,0,1,"Fast"
"6",101,6,43,1,11.59,21,1.53,84,1.16,21,15.32,84,14.4659,2.6564,3.1787,0,1,"Fast"
"7",101,7,34,1,12.36,21,1.53,42,7.59,21,7.44,42,17.6916,3.8085,4.3258,0,1,"Fast"
"8",101,8,26,1,14.82,7,1.53,70,1.48,7,15.32,70,22.0481,2.3488,2.8628,1,1,"Fast"
"9",101,9,43,1,11.59,21,1.53,84,7.12,21,7.44,84,24.9413,1.7441,2.2641,0,1,"Fast"
"10",101,10,44,0,9.81,21,1.53,84,6.03,21,7.44,84,27.2359,1.1527,1.6655,0,1,"Fast"
"11",101,11,23,0,14.38,7,1.53,49,1.44,7,15.32,49,28.9319,1.0967,1.6153,0,1,"Fast"
"12",101,12,35,1,15.32,21,1.75,42,1.53,21,17.52,42,30.578,1.1949,1.7146,0,1,"Fast"
"13",101,13,11,0,14.82,0,1.53,63,1.48,0,15.32,63,32.3239,1.3855,1.8983,0,1,"Fast"
"14",101,14,28,1,11.59,7,1.53,70,1.16,7,15.32,70,34.2526,1.0559,1.5826,0,1,"Fast"
"15",101,15,7,0,14.38,0,1.53,42,1.44,0,15.32,42,35.8655,1.379,1.8982,0,1,"Fast"
"16",101,16,22,0,14.84,7,1.53,49,1.48,7,15.32,49,37.7943,1.1548,1.6655,0,1,"Fast"
"17",101,17,35,1,15.32,21,1.75,42,9.41,21,8.51,42,39.4903,1.0191,1.5316,0,1,"Fast"
"18",101,18,8,1,13.39,0,1.53,42,1.34,0,15.32,42,41.0533,1.0473,1.5653,0,1,"Fast"
"19",101,19,7,1,14.38,0,1.53,42,8.83,0,7.44,42,42.6661,1.1068,1.6325,0,1,"Fast"
"20",101,20,32,0,14.38,21,1.53,42,1.44,21,15.32,42,44.3289,1.8759,2.3961,0,1,"Fast"
"21",101,21,16,0,14.84,7,1.53,28,1.48,7,15.32,28,46.7565,2.1198,2.6462,0,1,"Fast"
"22",101,22,18,0,13.39,7,1.53,28,1.34,7,15.32,28,49.4335,1.5715,2.0813,0,1,"Fast"
"23",101,23,39,1,12.36,21,1.53,63,1.24,21,15.32,63,51.5452,1.5001,2.0148,0,1,"Fast"
"24",101,24,21,0,15.32,7,1.53,49,1.53,7,15.32,49,53.5903,1.2951,1.8152,0,1,"Fast"
"25",101,25,36,1,14.84,21,1.53,63,1.48,21,15.32,63,55.4361,1.0017,1.5153,0,1,"Fast"
"26",101,26,3,1,13.39,0,1.53,21,8.23,0,7.44,21,56.9824,1.1821,1.6988,0,1,"Fast"
"27",101,27,11,1,14.82,0,1.53,63,9.1,0,7.44,63,58.7117,1.0015,1.5158,0,1,"Fast"
"28",101,28,24,0,13.39,7,1.53,49,1.34,7,15.32,49,60.258,2.2423,2.7628,0,1,"Fast"
"29",101,29,33,1,13.39,21,1.53,42,1.34,21,15.32,42,63.0514,1.0811,1.5989,0,1,"Fast"
"30",101,30,39,0,12.36,21,1.53,63,7.59,21,7.44,63,64.6809,1.2836,1.7984,0,1,"Fast"
"31",101,31,10,1,15.32,0,1.75,42,1.53,0,17.52,42,66.5099,1.0017,1.516,0,1,"Fast"
"32",101,32,8,1,13.39,0,1.53,42,8.23,0,7.44,42,68.0563,1.2289,1.7483,0,1,"Fast"
"33",101,33,8,1,13.39,0,1.53,42,11.67,0,3.5,42,69.852,1.345,1.865,1,1,"Fast"
"34",101,34,1,0,14.84,0,1.53,21,1.48,0,15.32,21,71.7476,1.0017,1.5149,0,1,"Fast"
"35",101,35,11,1,14.82,0,1.53,63,12.91,0,3.5,63,73.2939,1.0017,1.5152,1,1,"Fast"
"36",101,36,6,1,14.84,0,1.53,42,1.48,0,15.32,42,74.8403,1.0017,1.516,0,1,"Fast"
"37",101,37,43,0,11.59,21,1.53,84,10.1,21,3.5,84,76.4033,1.6734,2.1975,0,1,"Fast"
"38",101,38,17,1,14.38,7,1.53,28,1.44,7,15.32,28,78.6314,1.1494,1.6652,0,1,"Fast"
"39",101,39,15,1,15.17,0,1.75,63,1.52,0,17.52,63,80.3274,1.0017,1.5158,0,1,"Fast"
"40",101,40,13,1,11.59,0,1.53,63,1.16,0,15.32,63,81.8737,1.2271,1.7483,0,1,"Fast"
"41",101,41,4,1,12.36,0,1.53,21,1.24,0,15.32,21,83.6528,1.0016,1.5159,0,1,"Fast"
"42",101,42,20,0,15.32,7,1.75,28,1.53,7,17.52,28,85.1992,1.5335,2.047,0,1,"Fast"
"43",101,43,5,0,15.32,0,1.75,21,1.53,0,17.52,21,87.2777,2.0876,2.6125,0,1,"Fast"
"44",101,44,18,0,13.39,7,1.53,28,8.23,7,7.44,28,89.9214,1.9152,2.43,0,1,"Fast"
"45",101,45,41,0,14.82,21,1.53,84,9.1,21,7.44,84,92.3823,1.0707,1.5819,0,1,"Fast"
"46",101,46,35,0,15.32,21,1.75,42,13.35,21,4,42,93.9952,1.4662,1.9815,0,1,"Fast"
"47",101,47,28,0,11.59,7,1.53,70,7.12,7,7.44,70,96.0071,1.0016,1.5155,0,1,"Fast"
"48",101,48,40,1,15.32,21,1.75,63,1.53,21,17.52,63,97.5534,1.0016,1.5157,0,1,"Fast"
"49",101,49,19,0,12.36,7,1.53,28,1.24,7,15.32,28,99.0998,1.0017,1.5159,0,1,"Fast"
"50",101,50,21,1,15.32,7,1.53,49,9.41,7,7.44,49,100.6461,1.0012,1.5158,0,1,"Fast"
"51",101,51,10,0,15.32,0,1.75,42,9.41,0,8.51,42,102.1925,1.4367,1.9482,0,1,"Fast"
"52",101,52,21,0,15.32,7,1.53,49,13.35,7,3.5,49,104.1712,1.0018,1.515,0,1,"Fast"
"53",101,53,6,0,14.84,0,1.53,42,9.12,0,7.44,42,105.7175,1.3746,1.8976,0,1,"Fast"
"54",101,54,44,0,9.81,21,1.53,84,8.55,21,3.5,84,107.6463,1.3109,1.8319,0,1,"Fast"
"55",101,55,30,1,15.17,7,1.75,70,1.52,7,17.52,70,109.5086,1.0011,1.5161,0,1,"Fast"
"56",101,56,40,1,15.32,21,1.75,63,9.41,21,8.51,63,111.0549,1.0017,1.5156,0,1,"Fast"
"57",101,57,33,1,13.39,21,1.53,42,8.23,21,7.44,42,112.6013,1.0122,1.5325,0,1,"Fast"
"58",101,58,4,0,12.36,0,1.53,21,7.59,0,7.44,21,114.1642,1.001,1.5156,0,1,"Fast"
"59",101,59,38,1,13.39,21,1.53,63,1.34,21,15.32,63,115.7106,1.3425,1.8646,0,1,"Fast"
"60",101,60,16,0,14.84,7,1.53,28,9.12,7,7.44,28,117.6062,1.0018,1.5157,0,1,"Fast"
"61",101,61,20,1,15.32,7,1.75,28,9.41,7,8.51,28,119.1525,1.0008,1.516,0,1,"Fast"
"62",101,62,25,0,12.36,7,1.53,49,1.24,7,15.32,49,120.6989,1.1051,1.6324,0,1,"Fast"
"63",101,63,41,0,14.82,21,1.53,84,12.91,21,3.5,84,122.3615,1.2118,1.7321,0,1,"Fast"
"64",101,64,13,1,11.59,0,1.53,63,7.12,0,7.44,63,124.1241,1.2328,1.7486,0,1,"Fast"
"65",101,65,37,1,14.38,21,1.53,63,1.44,21,15.32,63,125.9033,1.2932,1.8142,0,1,"Fast"
"66",101,66,32,1,14.38,21,1.53,42,8.83,21,7.44,42,127.7489,1.3511,1.8643,0,1,"Fast"
"67",101,67,23,1,14.38,7,1.53,49,8.83,7,7.44,49,129.6445,1.4248,1.9478,0,1,"Fast"
"68",101,68,26,0,7.2,7,9.41,70,1.48,7,15.32,70,131.6231,1.118,1.6319,0,1,"Fast"
"69",101,69,45,1,15.17,21,1.75,84,1.52,21,17.52,84,133.2859,1.2068,1.7316,0,1,"Fast"
"70",101,70,29,0,9.81,7,1.53,70,0.98,7,15.32,70,135.0484,1.0017,1.5154,0,1,"Fast"
"71",101,71,5,0,15.32,0,1.75,21,9.41,0,8.51,21,136.5947,1.0012,1.5154,0,1,"Fast"
"72",101,72,27,1,13.26,7,1.53,70,1.33,7,15.32,70,138.1411,1.2951,1.8142,0,1,"Fast"
"73",101,73,42,0,13.26,21,1.53,84,1.33,21,15.32,84,139.9867,1.1386,1.6645,0,1,"Fast"
"74",101,74,14,0,9.81,0,1.53,63,0.98,0,15.32,63,141.6827,1.0016,1.5159,0,1,"Fast"
"75",101,75,1,1,14.84,0,1.53,21,9.12,0,7.44,21,143.2291,1.1201,1.6319,0,1,"Fast"
"76",101,76,34,0,12.36,21,1.53,42,10.77,21,3.5,42,144.8919,1.4243,1.9482,0,1,"Fast"
"77",101,77,2,0,14.38,0,1.53,21,1.44,0,15.32,21,146.8705,1.0056,1.5328,0,1,"Fast"
"78",101,78,9,1,12.36,0,1.53,42,1.24,0,15.32,42,148.4335,1.0016,1.5157,0,1,"Fast"
"79",101,79,38,0,13.39,21,1.53,63,8.23,21,7.44,63,149.9799,1.3845,1.8987,0,1,"Fast"
"80",101,80,19,0,12.36,7,1.53,28,7.59,7,7.44,28,151.9086,1.0018,1.5154,0,1,"Fast"
"81",101,81,19,0,12.36,7,1.53,28,10.77,7,3.5,28,153.455,1.2704,1.7986,0,1,"Fast"
"82",101,82,10,1,15.32,0,1.75,42,13.35,0,4,42,155.2838,1.0486,1.5659,0,1,"Fast"
"83",101,83,18,1,13.39,7,1.53,28,11.67,7,3.5,28,156.8803,1.8846,2.3971,0,1,"Fast"
"84",101,84,6,0,14.84,0,1.53,42,12.93,0,3.5,42,159.3079,1.4091,1.9311,0,1,"Fast"
"85",101,85,7,1,14.38,0,1.53,42,12.53,0,3.5,42,161.27,1.0017,1.5153,0,1,"Fast"
"86",101,86,12,0,13.26,0,1.53,63,8.15,0,7.44,63,162.8163,1.4209,1.9478,0,1,"Fast"
"87",101,87,9,0,12.36,0,1.53,42,7.59,0,7.44,42,164.7949,1.0016,1.5151,0,1,"Fast"
"88",101,88,15,1,15.17,0,1.75,63,9.32,0,8.51,63,166.3413,1.0017,1.516,0,1,"Fast"
"89",101,89,23,1,14.38,7,1.53,49,12.53,7,3.5,49,167.8876,1.1964,1.7156,0,1,"Fast"
"90",101,90,15,0,15.17,0,1.75,63,13.22,0,4,63,169.6335,1.1387,1.6647,0,1,"Fast"
"91",101,91,2,0,14.38,0,1.53,21,8.83,0,7.44,21,171.3295,1.0017,1.516,0,1,"Fast"
"92",101,92,31,0,14.84,21,1.53,42,1.48,21,15.32,42,172.8759,1.0814,1.5986,0,1,"Fast"
"93",101,93,22,1,14.84,7,1.53,49,9.12,7,7.44,49,174.5054,1.0009,1.5158,0,1,"Fast"
"94",101,94,39,0,12.36,21,1.53,63,10.77,21,3.5,63,176.0518,1.0017,1.5155,0,1,"Fast"
"95",101,95,14,0,9.81,0,1.53,63,6.03,0,7.44,63,177.5981,1.0017,1.5159,0,1,"Fast"
"96",101,96,33,0,13.39,21,1.53,42,11.67,21,3.5,42,179.1443,1.0008,1.5161,0,1,"Fast"
"97",101,97,26,0,14.82,7,1.53,70,12.91,7,3.5,70,180.6908,1.2101,1.7313,0,1,"Fast"
"98",101,98,9,1,12.36,0,1.53,42,10.77,0,3.5,42,182.4531,1.0321,1.5485,0,1,"Fast"
"99",101,99,36,0,14.84,21,1.53,63,9.12,21,7.44,63,184.0329,1.3071,1.832,0,1,"Fast"
"100",101,100,5,1,15.32,0,1.75,21,13.35,0,4,21,185.895,1.0007,1.5157,0,1,"Fast"
"101",101,101,16,0,14.84,7,1.53,28,12.93,7,3.5,28,187.4416,1.0269,1.5493,0,1,"Fast"
"102",101,102,20,0,15.32,7,1.75,28,13.35,7,4,28,189.0212,1.3113,1.8315,0,1,"Fast"
"103",101,103,30,1,15.17,7,1.75,70,9.32,7,8.51,70,190.8835,1.0257,1.5482,0,1,"Fast"
"104",101,104,4,1,12.36,0,1.53,21,10.77,0,3.5,21,192.4631,1.1729,1.6989,0,1,"Fast"
"105",101,105,2,1,14.38,0,1.53,21,12.53,0,3.5,21,194.1923,1.0016,1.5159,0,1,"Fast"
"106",101,106,29,1,9.81,7,1.53,70,6.03,7,7.44,70,195.7387,1.0272,1.5479,0,1,"Fast"
"107",101,107,24,0,13.39,7,1.53,49,8.23,7,7.44,49,197.3183,1.0017,1.5154,0,1,"Fast"
"108",101,108,31,1,14.84,21,1.53,42,9.12,21,7.44,42,198.8646,1.0017,1.5159,0,1,"Fast"
"109",101,109,40,0,15.32,21,1.75,63,13.35,21,4,63,200.411,1.0016,1.5155,0,1,"Fast"
"110",101,110,29,1,9.81,7,1.53,70,8.55,7,3.5,70,201.9574,1.08,1.5989,1,1,"Fast"
"111",101,111,32,0,14.38,21,1.53,42,12.53,21,3.5,42,203.5867,1.0009,1.5162,1,1,"Fast"
"112",101,112,42,1,13.26,21,1.53,84,8.15,21,7.44,84,205.1332,1.0013,1.5155,0,1,"Fast"
"113",101,113,37,0,14.38,21,1.53,63,8.83,21,7.44,63,206.6795,1.0011,1.5161,0,1,"Fast"
"114",101,114,27,0,13.26,7,1.53,70,8.15,7,7.44,70,208.2259,1.0013,1.5149,0,1,"Fast"
"115",101,115,17,0,14.38,7,1.53,28,8.83,7,7.44,28,209.7723,1.0084,1.5316,0,1,"Fast"
"116",101,116,12,1,13.26,0,1.53,63,11.56,0,3.5,63,211.3352,1.0017,1.5154,0,1,"Fast"
"117",101,117,27,0,13.26,7,1.53,70,11.56,7,3.5,70,212.8816,1.0193,1.5326,0,1,"Fast"
"118",101,118,45,0,15.17,21,1.75,84,9.32,21,8.51,84,214.4446,1.0011,1.515,0,1,"Fast"
"119",101,119,3,0,13.39,0,1.53,21,11.67,0,3.5,21,215.9909,1.0065,1.532,0,1,"Fast"
"120",101,120,30,1,15.17,7,1.75,70,13.22,7,4,70,217.5539,1.0426,1.5659,1,1,"Fast"
"121",101,121,45,0,15.17,21,1.75,84,13.22,21,4,84,219.1501,1.0017,1.5155,0,1,"Fast"
"122",101,122,1,1,14.84,0,1.53,21,12.93,0,3.5,21,220.6965,1.0017,1.5154,0,1,"Fast"
"123",101,123,42,0,13.26,21,1.53,84,11.56,21,3.5,84,222.2428,1.0018,1.5159,0,1,"Fast"
"124",101,124,22,0,14.84,7,1.53,49,12.93,7,3.5,49,223.7892,1.3109,1.8319,0,1,"Fast"
"125",101,125,25,1,12.36,7,1.53,49,7.59,7,7.44,49,225.6515,1.0417,1.5651,0,1,"Fast"
"126",101,126,37,1,14.38,21,1.53,63,12.53,21,3.5,63,227.2477,1.1006,1.6156,0,1,"Fast"
"127",101,127,25,1,12.36,7,1.53,49,10.77,7,3.5,49,228.8938,1.4393,1.9648,0,1,"Fast"
"128",101,128,24,1,13.39,7,1.53,49,11.67,7,3.5,49,230.8892,1.2917,1.8151,0,1,"Fast"
"129",101,129,28,1,11.59,7,1.53,70,10.1,7,3.5,70,232.7348,1.5503,2.0642,0,1,"Fast"
"130",101,130,38,1,13.39,21,1.53,63,11.67,21,3.5,63,234.8299,1.6222,2.148,0,1,"Fast"
"131",101,131,13,1,11.59,0,1.53,63,10.1,0,3.5,63,237.0081,1.1084,1.6317,0,1,"Fast"
"132",101,132,14,1,9.81,0,1.53,63,8.55,0,3.5,63,238.6708,1.1024,1.6319,0,1,"Fast"
"133",101,133,17,1,14.38,7,1.53,28,12.53,7,3.5,28,240.3335,1.0147,1.5316,0,1,"Fast"
"134",101,134,36,0,14.84,21,1.53,63,12.93,21,3.5,63,241.8965,1.0128,1.5328,0,1,"Fast"
"135",101,135,31,1,14.84,21,1.53,42,12.93,21,3.5,42,243.4595,1.2648,1.7817,0,1,"Fast"
"136",101,1,17,0,14.38,7,1.53,28,1.44,7,15.32,28,2.127,1.378,1.9613,0,2,"Fed"
"137",101,2,10,0,15.32,0,1.75,42,1.53,0,17.52,42,4.1388,1.5506,2.0646,0,2,"Fed"
"138",101,3,1,0,14.84,0,1.53,21,1.48,0,15.32,21,6.2339,1.0162,1.5324,0,2,"Fed"
"139",101,4,12,1,13.26,0,1.53,63,1.33,0,15.32,63,7.8138,1.8203,2.3483,0,2,"Fed"
"140",101,5,15,1,15.17,0,1.75,63,1.52,0,17.52,63,10.1913,1.2029,1.7164,0,2,"Fed"
"141",101,6,34,1,12.36,21,1.53,42,1.24,21,15.32,42,11.9382,1.0007,1.5152,0,2,"Fed"
"142",101,7,37,0,14.38,21,1.53,63,1.44,21,15.32,63,13.4835,1.1421,1.6656,0,2,"Fed"
"143",101,8,2,0,14.38,0,1.53,21,1.44,0,15.32,21,15.1792,1.1662,1.6829,0,2,"Fed"
"144",101,9,22,0,14.84,7,1.53,49,1.48,7,15.32,49,16.8922,1.0372,1.5489,0,2,"Fed"
"145",101,10,38,0,13.39,21,1.53,63,1.34,21,15.32,63,18.472,1.0012,1.5157,0,2,"Fed"
"146",101,11,40,1,15.32,21,1.75,63,1.53,21,17.52,63,20.0181,1.0015,1.5156,0,2,"Fed"
"147",101,12,13,0,11.59,0,1.53,63,1.16,0,15.32,63,21.565,1.0006,1.5154,0,2,"Fed"
"148",101,13,5,0,15.32,0,1.75,21,1.53,0,17.52,21,23.1106,1.435,1.9483,0,2,"Fed"
"149",101,14,7,1,14.38,0,1.53,42,1.44,0,15.32,42,25.0895,1.0017,1.516,0,2,"Fed"
"150",101,15,3,0,13.39,0,1.53,21,1.34,0,15.32,21,26.636,1.0016,1.5159,0,2,"Fed"
"151",101,16,43,1,11.59,21,1.53,84,1.16,21,15.32,84,28.1831,1.2663,1.7815,0,2,"Fed"
"152",101,17,6,1,14.84,0,1.53,42,1.48,0,15.32,42,29.9954,1.1343,1.6479,0,2,"Fed"
"153",101,18,15,0,15.17,0,1.75,63,9.32,0,8.51,63,31.6907,1.0952,1.6157,0,2,"Fed"
"154",101,19,4,1,12.36,0,1.53,21,1.24,0,15.32,21,33.3376,1.0017,1.5148,0,2,"Fed"
"155",101,20,29,0,9.81,7,1.53,70,0.98,7,15.32,70,34.8832,1.0784,1.5998,0,2,"Fed"
"156",101,21,31,0,14.84,21,1.53,42,1.48,21,15.32,42,36.5136,1.0016,1.5156,0,2,"Fed"
"157",101,22,3,0,13.39,0,1.53,21,8.23,0,7.44,21,38.059,1.1427,1.6655,0,2,"Fed"
"158",101,23,9,0,12.36,0,1.53,42,1.24,0,15.32,42,39.7557,1.0016,1.5165,0,2,"Fed"
"159",101,24,12,0,13.26,0,1.53,63,8.15,0,7.44,63,41.3014,1.0017,1.5156,0,2,"Fed"
"160",101,25,8,1,13.39,0,1.53,42,1.34,0,15.32,42,42.8486,1.0097,1.5316,0,2,"Fed"
"161",101,26,24,1,13.39,7,1.53,49,1.34,7,15.32,49,44.4106,1.1035,1.6158,0,2,"Fed"
"162",101,27,26,1,14.82,7,1.53,70,1.48,7,15.32,70,46.0583,1.0072,1.5312,0,2,"Fed"
"163",101,28,43,1,11.59,21,1.53,84,7.12,21,7.44,84,47.6366,1.1974,1.7153,0,2,"Fed"
"164",101,29,44,1,9.81,21,1.53,84,0.98,21,15.32,84,49.3823,1.0356,1.5492,0,2,"Fed"
"165",101,30,19,0,12.36,7,1.53,28,1.24,7,15.32,28,50.9618,1.0017,1.516,0,2,"Fed"
"166",101,31,20,1,15.32,7,1.75,28,1.53,7,17.52,28,52.5091,1.0017,1.5155,0,2,"Fed"
"167",101,32,23,0,14.38,7,1.53,49,1.44,7,15.32,49,54.0545,1.0006,1.516,0,2,"Fed"
"168",101,33,37,1,14.38,21,1.53,63,8.83,21,7.44,63,55.6017,1.0007,1.5161,0,2,"Fed"
"169",101,34,41,1,14.82,21,1.53,84,1.48,21,15.32,84,57.1473,1.1183,1.6326,0,2,"Fed"
"170",101,35,13,0,11.59,0,1.53,63,7.12,0,7.44,63,58.81,1.0016,1.5165,0,2,"Fed"
"171",101,36,16,1,14.84,7,1.53,28,1.48,7,15.32,28,60.3563,1.0016,1.5158,0,2,"Fed"
"172",101,37,42,1,13.26,21,1.53,84,1.33,21,15.32,84,61.9033,1.107,1.6317,0,2,"Fed"
"173",101,38,1,0,14.84,0,1.53,21,9.12,0,7.44,21,63.5662,1.0914,1.6153,0,2,"Fed"
"174",101,39,14,0,9.81,0,1.53,63,0.98,0,15.32,63,65.2117,1.1903,1.7153,0,2,"Fed"
"175",101,40,41,0,14.82,21,1.53,84,9.1,21,7.44,84,66.9576,1.1959,1.7158,0,2,"Fed"
"176",101,41,21,1,15.32,7,1.53,49,1.53,7,15.32,49,68.7034,1.0016,1.5164,0,2,"Fed"
"177",101,42,23,1,14.38,7,1.53,49,8.83,7,7.44,49,70.2498,1.0017,1.5163,0,2,"Fed"
"178",101,43,29,0,9.81,7,1.53,70,6.03,7,7.44,70,71.7961,1.0005,1.5164,0,2,"Fed"
"179",101,44,42,1,13.26,21,1.53,84,8.15,21,7.44,84,73.3425,1.0351,1.5496,0,2,"Fed"
"180",101,45,10,0,15.32,0,1.75,42,9.41,0,8.51,42,74.9228,1.1503,1.6647,0,2,"Fed"
"181",101,46,37,0,14.38,21,1.53,63,12.53,21,3.5,63,76.6347,1.0011,1.5166,0,2,"Fed"
"182",101,47,41,1,14.82,21,1.53,84,12.91,21,3.5,84,78.181,1.0015,1.5162,0,2,"Fed"
"183",101,48,24,1,13.39,7,1.53,49,8.23,7,7.44,49,79.7274,1.1301,1.649,0,2,"Fed"
"184",101,49,6,1,14.84,0,1.53,42,9.12,0,7.44,42,81.4067,1.0017,1.5157,0,2,"Fed"
"185",101,50,36,0,14.84,21,1.53,63,1.48,21,15.32,63,82.9532,1.0162,1.5323,0,2,"Fed"
"186",101,51,33,1,13.39,21,1.53,42,1.34,21,15.32,42,84.517,1.0017,1.5152,0,2,"Fed"
"187",101,52,34,0,12.36,21,1.53,42,7.59,21,7.44,42,86.0634,1.0017,1.5158,0,2,"Fed"
"188",101,53,2,0,14.38,0,1.53,21,8.83,0,7.44,21,87.6095,1.0017,1.5157,0,2,"Fed"
"189",101,54,28,1,11.59,7,1.53,70,1.16,7,15.32,70,89.1555,1.0016,1.5153,0,2,"Fed"
"190",101,55,40,0,15.32,21,1.75,63,9.41,21,8.51,63,90.7012,1.0016,1.5171,0,2,"Fed"
"191",101,56,19,1,12.36,7,1.53,28,7.59,7,7.44,28,92.2475,1.0016,1.5162,0,2,"Fed"
"192",101,57,21,0,15.32,7,1.53,49,9.41,7,7.44,49,93.7947,1.0015,1.5155,0,2,"Fed"
"193",101,58,6,0,14.84,0,1.53,42,12.93,0,3.5,42,95.3573,1.0017,1.5158,0,2,"Fed"
"194",101,59,19,1,12.36,7,1.53,28,10.77,7,3.5,28,96.9035,1.0017,1.516,0,2,"Fed"
"195",101,60,44,1,9.81,21,1.53,84,6.03,21,7.44,84,98.4508,1.495,2.0144,0,2,"Fed"
"196",101,61,11,0,14.82,0,1.53,63,1.48,0,15.32,63,100.4952,1.1941,1.7156,0,2,"Fed"
"197",101,62,22,0,14.84,7,1.53,49,9.12,7,7.44,49,102.242,1.1674,1.6819,0,2,"Fed"
"198",101,63,32,0,14.38,21,1.53,42,1.44,21,15.32,42,103.9546,1.1188,1.6311,0,2,"Fed"
"199",101,64,17,0,14.38,7,1.53,28,8.83,7,7.44,28,105.6165,1.2096,1.732,0,2,"Fed"
"200",101,65,39,0,12.36,21,1.53,63,1.24,21,15.32,63,107.379,1.023,1.5489,0,2,"Fed"
"201",101,66,31,0,14.84,21,1.53,42,9.12,21,7.44,42,108.9584,1.0017,1.5159,0,2,"Fed"
"202",101,67,38,0,13.39,21,1.53,63,8.23,21,7.44,63,110.5049,1.0017,1.516,0,2,"Fed"
"203",101,68,1,0,14.84,0,1.53,21,12.93,0,3.5,21,112.0514,1.0015,1.5157,0,2,"Fed"
"204",101,69,25,1,12.36,7,1.53,49,1.24,7,15.32,49,113.5975,1.0016,1.5162,0,2,"Fed"
"205",101,70,36,1,14.84,21,1.53,63,9.12,21,7.44,63,115.1449,1.0017,1.5148,0,2,"Fed"
"206",101,71,43,1,11.59,21,1.53,84,10.1,21,3.5,84,116.6911,1.0015,1.5154,0,2,"Fed"
"207",101,72,7,1,14.38,0,1.53,42,8.83,0,7.44,42,118.2375,1.092,1.6153,0,2,"Fed"
"208",101,73,35,1,15.32,21,1.75,42,1.53,21,17.52,42,119.8828,1.1663,1.6821,0,2,"Fed"
"209",101,74,45,1,15.17,21,1.75,84,1.52,21,17.52,84,121.5954,1.0457,1.5658,0,2,"Fed"
"210",101,75,32,0,14.38,21,1.53,42,8.83,21,7.44,42,123.1916,1.0818,1.5989,0,2,"Fed"
"211",101,76,31,1,14.84,21,1.53,42,12.93,21,3.5,42,124.8211,1.1328,1.6495,0,2,"Fed"
"212",101,77,15,1,15.17,0,1.75,63,13.22,0,4,63,126.5015,1.0017,1.5148,0,2,"Fed"
"213",101,78,30,1,15.17,7,1.75,70,1.52,7,17.52,70,128.0469,1.0017,1.5164,0,2,"Fed"
"214",101,79,21,1,15.32,7,1.53,49,13.35,7,3.5,49,129.5931,1.1119,1.6324,0,2,"Fed"
"215",101,80,8,0,13.39,0,1.53,42,8.23,0,7.44,42,131.2561,1.0017,1.5159,0,2,"Fed"
"216",101,81,14,0,9.81,0,1.53,63,6.03,0,7.44,63,132.8031,1.2631,1.782,0,2,"Fed"
"217",101,82,16,0,14.84,7,1.53,28,9.12,7,7.44,28,134.6157,1.2585,1.7817,0,2,"Fed"
"218",101,83,16,1,14.84,7,1.53,28,12.93,7,3.5,28,136.4277,1.2465,1.7647,0,2,"Fed"
"219",101,84,40,0,15.32,21,1.75,63,13.35,21,4,63,138.2235,1.2019,1.7143,0,2,"Fed"
"220",101,85,18,0,13.39,7,1.53,28,1.34,7,15.32,28,139.9687,1.0016,1.516,0,2,"Fed"
"221",101,86,25,1,12.36,7,1.53,49,7.59,7,7.44,49,141.516,1.1501,1.6643,0,2,"Fed"
"222",101,87,42,1,13.26,21,1.53,84,11.56,21,3.5,84,143.2117,1.0544,1.582,0,2,"Fed"
"223",101,88,4,0,12.36,0,1.53,21,7.59,0,7.44,21,144.8246,1.1694,1.6817,0,2,"Fed"
"224",101,89,38,0,13.39,21,1.53,63,11.67,21,3.5,63,146.5366,1.0017,1.5156,0,2,"Fed"
"225",101,90,18,0,13.39,7,1.53,28,8.23,7,7.44,28,148.0836,1.1108,1.6318,0,2,"Fed"
"226",101,91,11,0,14.82,0,1.53,63,9.1,0,7.44,63,149.7457,1.0966,1.6157,0,2,"Fed"
"227",101,92,39,0,12.36,21,1.53,63,7.59,21,7.44,63,151.3919,1.0016,1.5148,0,2,"Fed"
"228",101,93,27,0,13.26,7,1.53,70,1.33,7,15.32,70,152.9391,1.0228,1.5483,0,2,"Fed"
"229",101,94,9,1,12.36,0,1.53,42,7.59,0,7.44,42,154.5184,1.06,1.582,0,2,"Fed"
"230",101,95,33,1,13.39,21,1.53,42,8.23,21,7.44,42,156.1305,1.0016,1.5167,0,2,"Fed"
"231",101,96,12,0,13.26,0,1.53,63,11.56,0,3.5,63,157.6779,1.1481,1.6656,0,2,"Fed"
"232",101,97,11,0,14.82,0,1.53,63,12.91,0,3.5,63,159.3735,1.005,1.532,0,2,"Fed"
"233",101,98,14,0,9.81,0,1.53,63,8.55,0,3.5,63,160.9362,1.1617,1.6822,0,2,"Fed"
